 t,a,e,inc,omega,varpi,f
 4.7482500000000000E+07, 4.9590634023642144E-01, 9.9970208650592962E-01, 1.2999822888623364E-02, 1.3083305871356805E+00,-1.5358041333813468E+00,-3.1415874900263674E+00
 4.7847750000000000E+07, 4.8593827427553843E-01, 9.9969597957444933E-01, 1.1434932148530043E-02, 1.4293971841648667E+00,-1.0911278643857814E-01, 3.1415872761155494E+00
 4.8213000000000000E+07, 5.0391929345066455E-01, 9.9970683947057326E-01, 1.0276639968560906E-02, 1.5457178938044167E+00,-1.1950431973316860E+00, 3.1415876533443758E+00
 4.8578250000000000E+07, 5.1388665784666443E-01, 9.9971253520788073E-01, 9.6774753326002057E-03, 1.3403691433598381E+00,-2.3123411196297288E+00,-3.1415878456804243E+00
 4.8943500000000000E+07, 4.9618831598663588E-01, 9.9970229656153686E-01, 9.7353431879777588E-03, 1.1209428398042234E+00,-3.4278517486206606E+00,-3.1415874969526820E+00
 4.9308750000000000E+07, 4.8468255079821754E-01, 9.9969523411882122E-01, 1.0439782204483466E-02, 9.2209351572060494E-01, 1.5801246003337754E+00, 3.1415872493370003E+00
 4.9674000000000000E+07, 5.0365081401403655E-01, 9.9970672597749677E-01, 1.1659567427031746E-02, 7.6538532395284875E-01, 2.5027850803210128E-01, 3.1415876491069654E+00
 5.0039250000000000E+07, 5.1507394006445950E-01, 9.9971324173708231E-01, 1.3241735000596201E-02, 6.5287774965895207E-01,-1.0494976437771397E+00,-3.1415878689197037E+00
 5.0404500000000000E+07, 4.9675896044861445E-01, 9.9970267886761244E-01, 1.5057151859078988E-02, 5.7728688307713705E-01,-2.4466546649706258E+00,-3.1415875098400488E+00
 5.0769750000000000E+07, 4.8359806520760223E-01, 9.9969458993754878E-01, 1.7011887415406435E-02, 5.2931646077027683E-01, 2.2571611043815927E+00, 3.1415872261172528E+00
 5.1135000000000000E+07, 5.0311746107491251E-01, 9.9970644587305235E-01, 1.9053138345977820E-02, 5.0152069319760628E-01, 6.6302214762166456E-01, 3.1415876392795616E+00
 5.1500250000000000E+07, 5.1604421121048516E-01, 9.9971380246372754E-01, 2.1136734423727394E-02, 4.8872597679600915E-01,-8.3460088958831147E-01,-3.1415878874344267E+00
 5.1865500000000000E+07, 4.9751146831232973E-01, 9.9970315237618468E-01, 2.3230024308212041E-02, 4.8673642265632644E-01,-2.3729938801963311E+00,-3.1415875260057913E+00
