 t,px,py,pz,vx,vy,vz
 0.0000000000000000E+00,-8.2518654799859821E+00,-5.2250086399581823E+00, 4.1939352212419062E-01, 9.7791100834184852E-01,-1.7254269276305474E+00,-8.9801948290383522E-03
 1.0000000000000000E+04, 1.7625709055639536E+00, 2.6895619405714797E+00,-1.1690969173762210E-01,-4.5849463401305455E+00, 3.9805985517648006E+00, 1.1346975048075905E-01
 2.0000000000000000E+04,-7.2893643064888183E+00,-6.3922762971255862E+00, 4.0133301999102033E-01, 1.5135881581599564E+00,-1.3269072934687784E+00,-3.7235993802118943E-02
 3.0000000000000000E+04,-2.4395024269107743E+00, 3.9800792022251565E+00, 2.8032372102160828E-02,-4.6326974450883212E+00,-3.7265042601353421E-01, 1.9097815844623758E-01
 4.0000000000000000E+04,-5.9083488998725961E+00,-7.2012913651146073E+00, 3.6038230813980116E-01, 2.0065833116989489E+00,-8.2892756963459835E-01,-6.5519309963932515E-02
 5.0000000000000000E+04,-5.6154185222514945E+00, 2.9886051756924172E+00, 1.7173907618492829E-01,-3.0412042830584549E+00,-1.8268674843574475E+00, 1.5285054765909870E-01
 6.0000000000000000E+04,-4.1350671851432601E+00,-7.5559917146394664E+00, 2.9591836643769182E-01, 2.4608860601674731E+00,-1.8213723139889834E-01,-9.4846149519424522E-02
 7.0000000000000000E+04,-7.6058779258604812E+00, 1.3436685751435116E+00, 2.7958195315006962E-01,-1.8046474903856990E+00,-2.2249550167597749E+00, 1.1051624292450436E-01
 8.0000000000000000E+04,-2.0023133109712941E+00,-7.2988039103865470E+00, 2.0651057070567330E-01, 2.8466431301949378E+00, 7.1392705240460164E-01,-1.2577238219063985E-01
 9.0000000000000000E+04,-8.7113585261053785E+00,-4.3671614406827014E-01, 3.5453130459364229E-01,-8.6133204158729793E-01,-2.2641407673566296E+00, 7.3627477605160085E-02
 1.0000000000000000E+05, 3.9629093921191866E-01,-6.1444689963419759E+00, 9.0933248857838947E-02, 3.0151505693847338E+00, 2.0719251840499791E+00,-1.5606903718846080E-01
