 0.0000000000000000E+00, 4.9134676668880539E+00,-3.1886966347017140E+01, 1.9916040459076740E+00, 1.1527534096154652E+00,-5.3286282831047291E-02,-3.2825297484028232E-01
 1.0000000000000000E+04,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN
 2.0000000000000000E+04,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN
 3.0000000000000000E+04,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN
 4.0000000000000000E+04,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN
 5.0000000000000000E+04,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN
 6.0000000000000000E+04,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN
 7.0000000000000000E+04,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN
 8.0000000000000000E+04,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN
 9.0000000000000000E+04,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN
 1.0000000000000000E+05,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN,                    NaN
