 t,px,py,pz,vx,vy,vz
 0.0000000000000000E+00, 1.8733430375446749E+00, 4.6833225281837292E+00,-6.1370789424293443E-02,-2.5947465391314979E+00, 1.1557215200750426E+00, 5.3261164495941149E-02
 1.0000000000000000E+04, 3.7765662188401383E+00, 1.2467898816984382E+00,-8.9684858130881104E-02, 6.5776243286348113E-01, 4.0081885112875959E+00,-3.1366202892649145E-02
 2.0000000000000000E+04,-1.4129132341748476E+00,-1.0752098955123202E+00, 3.6081894380673454E-02, 5.4864698077183922E+00,-5.9578967429265646E+00,-9.8022305257288389E-02
 3.0000000000000000E+04, 3.6669842484559889E-01, 4.1950382347149331E+00,-2.5629273928429373E-02,-3.5292556730402449E+00,-1.3315156837037507E+00, 8.4502813554109088E-02
 4.0000000000000000E+04, 4.0122746378150635E+00, 3.0563895914815267E+00,-1.0247525557892129E-01,-1.6375049231838115E+00, 2.3209390238721825E+00, 2.7001771691156855E-02
 5.0000000000000000E+04, 3.8885928571140629E+00,-8.6671186076788009E-01,-8.3413320445774902E-02, 2.6108523057549409E+00, 3.0998979752925795E+00,-7.1297017195258175E-02
 6.0000000000000000E+04,-1.7585572311030597E+00,-2.2211821874308399E-01, 4.0272937067663155E-02, 1.7238103664076063E+00,-7.9236591508822585E+00,-5.6624228340579237E-03
 7.0000000000000000E+04, 2.4618310489152817E+00, 3.4084412054813056E+00,-6.9243956708666926E-02,-3.7203064776317869E+00, 6.6481080818254779E-01, 8.0486241728435923E-02
 8.0000000000000000E+04, 5.0125189129590293E+00, 5.6159141907788013E-01,-1.1449524120378711E-01,-2.1904073985080713E-01, 2.8317272475506945E+00,-6.8600418346492073E-03
 9.0000000000000000E+04, 2.9002280842002692E+00,-2.7421424417985669E+00,-5.3507672192230959E-02, 3.8214744719292786E+00, 1.3233684846371201E+00,-9.1007812990778605E-02
 1.0000000000000000E+05,-1.6308140496566312E+00, 6.8785470115381919E-01, 3.3634971597102124E-02,-2.5207242291518033E+00,-7.7159046893989478E+00, 8.8452573525820574E-02
 1.1000000000000000E+05, 3.8554052011348974E+00, 1.6611253836198405E+00,-9.3169917598684773E-02,-2.8610440965859039E+00, 2.4808144184965881E+00, 5.3716281464165024E-02
 1.2000000000000000E+05, 4.5899661776959801E+00,-2.0929603699258119E+00,-9.4014461037701252E-02, 1.2607781440761148E+00, 2.5443192044736707E+00,-3.8779499149888923E-02
 1.3000000000000000E+05, 1.0874597583935597E+00,-3.8477305203062548E+00,-8.3522403769853010E-03, 3.9521403717399415E+00,-8.1812070505934187E-01,-8.5037112828471248E-02
 1.4000000000000000E+05,-1.0655505911988801E+00, 1.4103283405522098E+00, 1.7985594156149566E-02,-6.0812257219652484E+00,-5.3874239769075851E+00, 1.5845298288447301E-01
 1.5000000000000000E+05, 4.1557344813404624E+00,-5.5043789667177079E-01,-9.0704644059853054E-02,-1.1902700186617048E+00, 3.6027969489829705E+00, 1.1670092690708185E-02
 1.6000000000000000E+05, 2.8643868800313181E+00,-4.1537060607309808E+00,-4.6842825642693417E-02, 2.3849011473928203E+00, 1.5399174829328985E+00,-5.9761731768273138E-02
 1.7000000000000000E+05,-1.0393416974111047E+00,-3.8678076383445319E+00, 3.9321553453191799E-02, 2.9705131416585870E+00,-2.7206878859461385E+00,-5.5169517054238448E-02
 1.8000000000000000E+05,-2.1582361300030978E-01, 1.7520419421155389E+00,-2.4476213978129914E-03,-7.9777406349023492E+00,-1.5742558667471716E+00, 1.8505261098742687E-01
 1.9000000000000000E+05, 3.2811703612689920E+00,-2.6000752425083058E+00,-6.2621900415773826E-02, 8.2307584705279191E-01, 3.7111875676205344E+00,-3.3831765281603879E-02
 2.0000000000000000E+05, 3.2548220698762415E-01,-5.0355657915955234E+00, 1.3631764703344307E-02, 2.8366184325330228E+00, 1.0175377096352581E-01,-6.3896263177274842E-02
 2.1000000000000000E+05,-2.8791105307252791E+00,-2.7929566144267368E+00, 7.6024838758773777E-02, 1.1572632714409572E+00,-3.8501167488066730E+00,-9.9042886772693888E-03
