 t,a,e,inc,omega,varpi,f
 0.0000000000000000E+00, 5.2076064207970285E+00, 4.9443903883875449E-02, 2.2754795264233765E-02, 1.3872689615549021E+00,-3.9647083092354007E+00, 1.4286080203216667E-01
 3.6525000000000000E+05, 5.2083244888799438E+00, 4.8379498849721501E-02, 2.2475400957451833E-02, 1.3551535222057107E+00, 4.7617199216360429E-01, 3.1253514247233465E+00
 7.3050000000000000E+05, 5.2066053755456752E+00, 5.1722785082096483E-02, 2.2290692955446535E-02, 1.3199958448811386E+00,-1.2642103021808198E+00,-2.2887001577904624E+00
 1.0957500000000000E+06, 5.2073938604013756E+00, 5.3308663465707569E-02, 2.2260440122586097E-02, 1.2847651318245927E+00,-3.2807693224078198E+00, 1.7306718701245664E-02
 1.4610000000000000E+06, 5.2074206785368231E+00, 5.3530143314162199E-02, 2.2344058562083338E-02, 1.2490080618697588E+00, 1.0774102923629376E+00, 3.0072184075141455E+00
 1.8262500000000000E+06, 5.2070289224724426E+00, 5.4587443269044612E-02, 2.2568650266967447E-02, 1.2148133592616650E+00,-6.3282218170913851E-01,-2.9919801638208328E+00
 2.1915000000000000E+06, 5.2072925749447077E+00, 5.6160523042530698E-02, 2.2899199613971525E-02, 1.1831514301048758E+00,-2.5732583928566992E+00,-1.4299971339037607E-02
 2.5567500000000000E+06, 5.2060094167428774E+00, 5.7297024012816139E-02, 2.3360899172339522E-02, 1.1537685885425539E+00, 1.6743325210897664E+00, 2.4008331449097002E+00
 2.9220000000000000E+06, 5.2070954241705945E+00, 5.6120713802676553E-02, 2.3903590748788495E-02, 1.1292297227760986E+00,-7.0180290866395323E-02,-3.1210439180819409E+00
 3.2872500000000000E+06, 5.2071039413568743E+00, 5.9534217721747190E-02, 2.4532035880206738E-02, 1.1078074429132214E+00,-1.9238402786807116E+00,-1.7698716613292925E-01
 3.6525000000000000E+06, 5.2071644223392504E+00, 5.8661938468150425E-02, 2.5219495584334169E-02, 1.0916954654446216E+00,-4.0390222428198594E+00, 3.2111145638599037E-01
 4.0177500000000000E+06, 5.2063062175679224E+00, 5.8649861162632787E-02, 2.5944774927849086E-02, 1.0794196373289202E+00, 4.0456393199483864E-01, 3.1362139244430840E+00
 4.3830000000000000E+06, 5.2082540206696617E+00, 5.9665260842434564E-02, 2.6704771438295860E-02, 1.0726697911054053E+00,-1.3912606863763750E+00,-1.2885604029684239E+00
 4.7482500000000000E+06, 5.2074448938538218E+00, 6.0334126652384544E-02, 2.7479648706078583E-02, 1.0696041376355359E+00,-3.5068826271065783E+00, 4.3924713991983673E-02
 5.1135000000000000E+06, 5.2057824920627143E+00, 5.9420336403357192E-02, 2.8266302065847532E-02, 1.0709803771211261E+00, 8.0002356773970185E-01, 3.0516881248779706E+00
 5.4787500000000000E+06, 5.2073590788760322E+00, 5.8434856159186435E-02, 2.9053034482501249E-02, 1.0762610594450028E+00,-9.7619495442842585E-01,-2.9186021357781748E+00
 5.8440000000000000E+06, 5.2076886571106282E+00, 6.0496364081890713E-02, 2.9830575233120105E-02, 1.0842174608288395E+00,-3.0279027667734706E+00,-3.2293757023203699E-03
 6.2092500000000000E+06, 5.2065089594942862E+00, 5.8111851339235299E-02, 3.0570194374069971E-02, 1.0950720505185774E+00, 1.1554698105685670E+00, 2.7051587173165950E+00
 6.5745000000000000E+06, 5.2056430574144796E+00, 5.7442435919843389E-02, 3.1314003795955309E-02, 1.1085862533261333E+00,-6.5179516759763501E-01,-3.1038465552492385E+00
 6.9397500000000000E+06, 5.2074439552522893E+00, 5.8017694147592148E-02, 3.1982834672000797E-02, 1.1238670665949966E+00,-2.6104939692867726E+00,-1.0440747553983672E-01
 7.3050000000000000E+06, 5.2081278700193998E+00, 5.5958076347023031E-02, 3.2621506560516308E-02, 1.1405808938622206E+00, 1.5077147945403997E+00, 4.4908721994659390E-01
 7.6702500000000000E+06, 5.2059055626359774E+00, 5.4694239106042312E-02, 3.3179152953890186E-02, 1.1589282118326958E+00,-3.7742120868898910E-01, 3.1414455564344745E+00
 8.0355000000000000E+06, 5.2072241168766018E+00, 5.3215148342594172E-02, 3.3664439055002222E-02, 1.1780628664287001E+00,-2.2577511864469511E+00,-6.1369623024964071E-01
 8.4007500000000000E+06, 5.2079761392715804E+00, 5.3907223616438626E-02, 3.4069856749284845E-02, 1.1988453876248852E+00, 1.8645993110274863E+00, 7.5399046576188261E-02
 8.7660000000000000E+06, 5.2068280589463312E+00, 4.9481502659486830E-02, 3.4379640294087084E-02, 1.2202308158759410E+00,-1.1717874085976421E-01, 3.0968939070072654E+00
 9.1312500000000000E+06, 5.2060801764018683E+00, 4.9302092306634827E-02, 3.4622579063780703E-02, 1.2426952538013940E+00,-1.9641620113479559E+00,-2.8077116656352525E+00
 9.4965000000000000E+06, 5.2074721975995413E+00, 4.8188747408087963E-02, 3.4766124680809869E-02, 1.2659459765473025E+00,-4.0642762603238385E+00, 1.3188567321884236E-03
 9.8617500000000000E+06, 5.2072715366613576E+00, 4.5432966392327453E-02, 3.4848659156661091E-02, 1.2892430216550765E+00, 1.4945636409162999E-01, 2.9312238159842483E+00
 1.0227000000000000E+07, 5.2062165816196257E+00, 4.4098877264180686E-02, 3.4835209554886691E-02, 1.3125621746715144E+00,-1.7072466405001179E+00,-3.0683304599414551E+00
 1.0592250000000000E+07, 5.2068962802892509E+00, 4.2779274898095784E-02, 3.4757538081197720E-02, 1.3363884991590780E+00,-3.7261851316421684E+00,-2.7689710569288362E-02
 1.0957500000000000E+07, 5.2069808584127770E+00, 4.1128965786299244E-02, 3.4587168724613988E-02, 1.3595304528312828E+00, 4.3904292103610576E-01, 1.3447829577910786E+00
 1.1322750000000000E+07, 5.2087911783341019E+00, 3.7381325423711247E-02, 3.4347728872283011E-02, 1.3819441894452358E+00,-1.4530739960743084E+00,-3.1331027531866678E+00
 1.1688000000000000E+07, 5.2074668195704028E+00, 3.7898017360638699E-02, 3.4021082907410551E-02, 1.4040069406422266E+00,-3.4082842066015604E+00,-1.2456254050873145E-01
 1.2053250000000000E+07, 5.2072878675023109E+00, 3.6030153555303548E-02, 3.3622510504254605E-02, 1.4246012549003932E+00, 7.5699578151630087E-01, 1.7268751568010896E-01
 1.2418500000000000E+07, 5.2074442081035404E+00, 3.2746306991084946E-02, 3.3144045540887235E-02, 1.4447080747284511E+00,-1.1814410734468450E+00, 3.1392476926521127E+00
 1.2783750000000000E+07, 5.2076442630240374E+00, 3.3253554678050357E-02, 3.2599051086018981E-02, 1.4629692646592143E+00,-3.0952656856931062E+00,-3.6870083349975147E-01
 1.3149000000000000E+07, 5.2073671904559378E+00, 3.1223126581978407E-02, 3.2001212524810939E-02, 1.4800826817792698E+00, 1.0993974929053221E+00, 4.1993500671545392E-02
 1.3514250000000000E+07, 5.2067812201079553E+00, 3.0151021362298344E-02, 3.1340977284798302E-02, 1.4950766206512767E+00,-8.7402286644986893E-01, 3.1203499296620238E+00
 1.3879500000000000E+07, 5.2077570371093715E+00, 2.8757477618457962E-02, 3.0651410037181134E-02, 1.5078729141119707E+00,-2.7660050495339110E+00,-2.5056279849215208E+00
 1.4244750000000000E+07, 5.2074773171752780E+00, 2.9759236781957982E-02, 2.9912406709381254E-02, 1.5177812689520411E+00, 1.4685123229335992E+00, 8.6359438118890179E-03
 1.4610000000000000E+07, 5.2064022462868218E+00, 2.8013144929255444E-02, 2.9144695739047825E-02, 1.5252815617479485E+00,-5.2046707241612000E-01, 3.0886164641249456E+00
 1.4975250000000000E+07, 5.2069618370402289E+00, 2.8221884724627857E-02, 2.8346822008051754E-02, 1.5294630333092303E+00,-2.3898420387665453E+00,-2.9822907206654463E+00
 1.5340500000000000E+07, 5.2089973485757968E+00, 3.1044322844841824E-02, 2.7544835456758149E-02, 1.5298812174827803E+00,-4.3980612965427364E+00, 1.9899805548321401E-04
 1.5705750000000000E+07, 5.2073070720601162E+00, 2.9548566166824348E-02, 2.6736266323594503E-02, 1.5273854317457924E+00,-1.1388089400078760E-01, 3.0074125238283025E+00
 1.6071000000000000E+07, 5.2062382727705261E+00, 3.1402234875588894E-02, 2.5956179230910214E-02, 1.5205294835791543E+00,-1.9541063448855565E+00,-3.0737935196746444E+00
 1.6436250000000000E+07, 5.2067433905400033E+00, 3.3612717225891375E-02, 2.5187727782251906E-02, 1.5099221880573259E+00,-3.9133994701618713E+00,-8.1029924612207749E-03
 1.6801500000000000E+07, 5.2072366870051665E+00, 3.4467098071505879E-02, 2.4485255811212223E-02, 1.4946991769485929E+00, 3.5937239117027220E-01, 2.4560440950573548E+00
 1.7166750000000000E+07, 5.2063480315718706E+00, 3.6221143039700539E-02, 2.3845257926777760E-02, 1.4758537684475004E+00,-1.4545553439166112E+00,-3.1182561498756605E+00
 1.7532000000000000E+07, 5.2070134793551279E+00, 3.8539936791187383E-02, 2.3292598538674748E-02, 1.4520427844476913E+00,-3.3409633839698500E+00,-7.0580094113569164E-02
 1.7897250000000000E+07, 5.2068043038325902E+00, 4.1359705250222416E-02, 2.2847801638162430E-02, 1.4248534581339185E+00, 9.1277264478921438E-01, 3.5906111570080296E-01
 1.8262500000000000E+07, 5.2076476864716268E+00, 4.0813450712982605E-02, 2.2511290103561878E-02, 1.3935377420765240E+00,-8.9800632497865251E-01,-3.1415434144867636E+00
 1.8627750000000000E+07, 5.2064629595360348E+00, 4.5305516434655177E-02, 2.2294883792065574E-02, 1.3595610407213967E+00,-2.6973921207568425E+00,-3.6568548994658473E-01
 1.8993000000000000E+07, 5.2068794867046524E+00, 4.6789716653533216E-02, 2.2193720361001069E-02, 1.3239032279317930E+00, 1.5539370771194574E+00, 9.0817310750785030E-02
 1.9358250000000000E+07, 5.2072043710171325E+00, 4.7526712338626785E-02, 2.2231509039968001E-02, 1.2870739835792981E+00,-3.0286099301659275E-01, 3.1104227419601496E+00
 1.9723500000000000E+07, 5.2070164204445968E+00, 4.9817357950987830E-02, 2.2368445659762828E-02, 1.2519414436897043E+00,-2.0429855030308390E+00,-2.6217230623883205E+00
 2.0088750000000000E+07, 5.2068679407348002E+00, 5.1641914336729516E-02, 2.2639190403546155E-02, 1.2188437024815486E+00,-4.0445136720849586E+00, 5.4499186332106113E-03
 2.0454000000000000E+07, 5.2055644227012374E+00, 5.2974084577144302E-02, 2.3005757402540444E-02, 1.1879135382393604E+00, 2.8015853451584571E-01, 2.9654179236266098E+00
 2.0819250000000000E+07, 5.2069524820544562E+00, 5.3041914968729606E-02, 2.3485805322185426E-02, 1.1615823961842306E+00,-1.4504841335946750E+00,-3.0365840607228014E+00
 2.1184500000000000E+07, 5.2077692757968057E+00, 5.6890139748432433E-02, 2.4039476508765308E-02, 1.1396343345959585E+00,-3.3874844317708632E+00,-3.0917095483598698E-02
 2.1549750000000000E+07, 5.2067675790219710E+00, 5.6144672859141556E-02, 2.4688694541051315E-02, 1.1221351609599530E+00, 8.2199106098381103E-01, 1.8943364943458458E+00
 2.1915000000000000E+07, 5.2062830690737503E+00, 5.6655711495935859E-02, 2.5395935604093825E-02, 1.1098858696383205E+00,-9.6124882230572928E-01,-3.1327675496757363E+00
 2.2280250000000000E+07, 5.2082295321537018E+00, 5.8897363302900338E-02, 2.6154637152398505E-02, 1.1013334262474093E+00,-2.8225597566930816E+00,-2.3397839462033104E-01
 2.2645500000000000E+07, 5.2075177168355626E+00, 5.8957028851798918E-02, 2.6957587104843320E-02, 1.0974931035394686E+00, 1.3243924442368868E+00, 2.1293640965495331E-01
 2.3010750000000000E+07, 5.2056788083683383E+00, 5.9016969607394686E-02, 2.7758311430322959E-02, 1.0966500115247151E+00,-5.5929096260029398E-01, 3.1289422778399834E+00
 2.3376000000000000E+07, 5.2075657332162431E+00, 5.8874458283788560E-02, 2.8585003728336628E-02, 1.0997529032002258E+00,-2.3614084493711029E+00,-2.0718152454945544E+00
 2.3741250000000000E+07, 5.2077423184911140E+00, 6.1156939336821654E-02, 2.9364892235463808E-02, 1.1056105008773454E+00, 1.8006057283464640E+00, 2.5244239515824871E-02
 2.4106500000000000E+07, 5.2063489460884549E+00, 5.9186868250377840E-02, 3.0126751562003746E-02, 1.1145325206094128E+00,-2.1118074441646784E-01, 3.0194663529163872E+00
 2.4471750000000000E+07, 5.2060121716413201E+00, 5.9501942279047225E-02, 3.0858863959236562E-02, 1.1259407039583247E+00,-1.9946604013896641E+00,-2.9759014095049410E+00
 2.4837000000000000E+07, 5.2078012478317097E+00, 6.0811860755162983E-02, 3.1535036710225721E-02, 1.1394933131425815E+00,-4.0385938537180035E+00,-1.0873308250889203E-02
 2.5202250000000000E+07, 5.2088654863550508E+00, 5.8460883120151963E-02, 3.2144302575229607E-02, 1.1553410592499167E+00, 1.2123597596648850E-01, 2.4367463338127360E+00
 2.5567500000000000E+07, 5.2062911805923262E+00, 5.8519688807326810E-02, 3.2715817067477261E-02, 1.1728330673631702E+00,-1.7004029095733031E+00,-3.1168519731406539E+00
 2.5932750000000000E+07, 5.2078277871560488E+00, 5.8057021898089513E-02, 3.3198166887509796E-02, 1.1921670819288053E+00,-3.6443144445385895E+00,-1.5275326589271238E-01
 2.6298000000000000E+07, 5.2078337188604111E+00, 5.8607715699752254E-02, 3.3627570560880948E-02, 1.2124512154669917E+00, 4.5733338297962556E-01, 3.3621806110478136E-01
 2.6663250000000000E+07, 5.2071685960603498E+00, 5.5373707143232677E-02, 3.3971471329097946E-02, 1.2340787806705529E+00,-1.4441801806563266E+00, 3.1388613612291518E+00
 2.7028500000000000E+07, 5.2067202527388199E+00, 5.6061185007678038E-02, 3.4235577027816176E-02, 1.2559564631363747E+00,-3.3078054149590326E+00,-1.1603176150354708E+00
 2.7393750000000000E+07, 5.2075295027845332E+00, 5.5606335999577573E-02, 3.4417632578874167E-02, 1.2790672502122808E+00, 8.1078110331861608E-01, 5.3225325007884398E-02
 2.7759000000000000E+07, 5.2071833932110501E+00, 5.2841728768594713E-02, 3.4497963973216784E-02, 1.3022763616114663E+00,-1.1937798892881548E+00, 3.0670833169488079E+00
 2.8124250000000000E+07, 5.2061424658703963E+00, 5.2700859782740500E-02, 3.4512057503280028E-02, 1.3259560794182381E+00,-3.0268378497461574E+00,-2.8940156179420229E+00
 2.8489500000000000E+07, 5.2069698792362589E+00, 5.1564969348077618E-02, 3.4424619341680396E-02, 1.3501844162086976E+00, 1.1718994189662053E+00,-6.9964037382579559E-04
 2.8854750000000000E+07, 5.2067030147811222E+00, 4.9809621821129531E-02, 3.4283304516234278E-02, 1.3737960263920033E+00,-9.2645911668285841E-01, 2.8043512394032999E+00
 2.9220000000000000E+07, 5.2088408911826427E+00, 4.7001957742872948E-02, 3.4042669389227190E-02, 1.3974028365953781E+00,-2.7753909484281052E+00,-3.0933083926602958E+00
 2.9585250000000000E+07, 5.2072470527076558E+00, 4.7286991672730622E-02, 3.3757893244649222E-02, 1.4202750806235915E+00, 1.5148706604358995E+00,-6.2133159834682664E-02
 2.9950500000000000E+07, 5.2064078614516465E+00, 4.5227616166044954E-02, 3.3390751186273597E-02, 1.4421111300421086E+00,-6.2587500568245225E-01, 6.1341747792545120E-01
 3.0315750000000000E+07, 5.2065977032662527E+00, 4.1515299657554842E-02, 3.2952916454383870E-02, 1.4627237026801660E+00,-2.5219234376410453E+00,-3.1409046441949724E+00
 3.0681000000000000E+07, 5.2069842847045669E+00, 4.1844478785180023E-02, 3.2452601320031249E-02, 1.4817294183354757E+00,-4.4442918798307547E+00,-2.4059936460745809E-01
 3.1046250000000000E+07, 5.2068957374998686E+00, 3.8573078703549389E-02, 3.1876554314185811E-02, 1.4986412458519722E+00,-2.8091393104360041E-01, 9.4057516248825052E-02
 3.1411500000000000E+07, 5.2058877156002987E+00, 3.6712232598244209E-02, 3.1228431473981851E-02, 1.5141442366750821E+00,-2.2341209456108024E+00, 3.1280545483786772E+00
 3.1776750000000000E+07, 5.2071221218590038E+00, 3.4264474359105380E-02, 3.0513423934771852E-02, 1.5271145182298236E+00,-4.1188260449340923E+00,-1.7831742063942568E+00
 3.2142000000000000E+07, 5.2069213065908784E+00, 3.4031520849379944E-02, 2.9764889672029584E-02, 1.5385040419646783E+00, 9.2770833244196549E-02, 1.5312565102832659E-02
 3.2507250000000000E+07, 5.2060178302621889E+00, 3.0622850606555181E-02, 2.8953060237644268E-02, 1.5472198327965194E+00,-1.8940762564848894E+00, 3.0927085002787726E+00
 3.2872500000000000E+07, 5.2065567145908709E+00, 2.9517995248653832E-02, 2.8153751574638251E-02, 1.5534445527115925E+00,-3.7647050642958106E+00,-2.9586507311509189E+00
 3.3237750000000000E+07, 5.2089690054598412E+00, 3.0668429099404114E-02, 2.7316715896802849E-02, 1.5565190644772819E+00, 4.9670262012145905E-01, 7.2731207771359514E-04
 3.3603000000000000E+07, 5.2068852493309068E+00, 2.7684165152990783E-02, 2.6521500236751948E-02, 1.5559815471813703E+00,-1.5005394037485111E+00, 3.0306964103368852E+00
 3.3968250000000000E+07, 5.2056400120538600E+00, 2.8100758967152743E-02, 2.5731082268925429E-02, 1.5516336858248987E+00,-3.3544949794222654E+00,-3.0637547780350380E+00
 3.4333500000000000E+07, 5.2061882576323359E+00, 2.9213128323561276E-02, 2.4977029184965666E-02, 1.5424403822951809E+00, 9.5755981648985466E-01,-2.3893744256059486E-03
 3.4698750000000000E+07, 5.2068663465794396E+00, 2.8870441962826614E-02, 2.4269409701589355E-02, 1.5290625423239836E+00,-1.0368883241390026E+00, 2.8504656603270586E+00
 3.5064000000000000E+07, 5.2065947463167239E+00, 3.0233722138669466E-02, 2.3624600246456497E-02, 1.5102525277804966E+00,-2.8601513207880145E+00,-3.1004769429174566E+00
 3.5429250000000000E+07, 5.2068235548853581E+00, 3.1910331981264917E-02, 2.3035019018496895E-02, 1.4868732484045333E+00, 1.5084544551382952E+00,-2.4562280043417938E-02
 3.5794500000000000E+07, 5.2066542294134175E+00, 3.4154228845500338E-02, 2.2532414500172550E-02, 1.4585592994535428E+00,-4.8739661002005197E-01, 1.1686430630435438E+00
 3.6159750000000000E+07, 5.2077586358497179E+00, 3.3503257689851927E-02, 2.2124321690775047E-02, 1.4273903175830323E+00,-2.2903792511544534E+00,-3.1329737710264642E+00
 3.6525000000000000E+07, 5.2069272687432129E+00, 3.8143156171617947E-02, 2.1818022553530849E-02, 1.3923662443600098E+00,-4.1325409133545392E+00,-1.1386770594927133E-01
 3.6890250000000000E+07, 5.2069291468577070E+00, 3.9052710856995854E-02, 2.1641163906114775E-02, 1.3569120473940062E+00, 1.3900693574948653E-01, 1.9932009507071710E-01
 3.7255500000000000E+07, 5.2074877440742968E+00, 3.9959637250293105E-02, 2.1586495702550303E-02, 1.3196997539292825E+00,-1.6800663716225535E+00, 3.1389638191753235E+00
 3.7620750000000000E+07, 5.2075067512094746E+00, 4.2903792198735372E-02, 2.1677552061032303E-02, 1.2841928581693469E+00,-3.4646928865369864E+00,-6.2447561546666230E-01
 3.7986000000000000E+07, 5.2069379479580755E+00, 4.4518301454801797E-02, 2.1886697790729315E-02, 1.2497900824177302E+00, 8.0306500990359297E-01, 4.8207428655781072E-02
 3.8351250000000000E+07, 5.2059345797237411E+00, 4.5857528350309200E-02, 2.2239461722420403E-02, 1.2180158984841059E+00,-1.0871002491724919E+00, 3.0911366947310959E+00
 3.8716500000000000E+07, 5.2075446561669052E+00, 4.7012227574726395E-02, 2.2681568589351955E-02, 1.1898901253227310E+00,-2.8385239165588487E+00,-2.8413633728797367E+00
 3.9081750000000000E+07, 5.2089676706092058E+00, 5.0656194171912382E-02, 2.3246059761632892E-02, 1.1656549333533388E+00, 1.4536654285776456E+00, 6.1058524798092065E-05
 3.9447000000000000E+07, 5.2069921522008187E+00, 5.0283469892830938E-02, 2.3869956994850054E-02, 1.1453322760248927E+00,-5.4483005733873258E-01, 2.8967527940496280E+00
 3.9812250000000000E+07, 5.2068845703038908E+00, 5.1221253905040391E-02, 2.4576523351124011E-02, 1.1293853208199631E+00,-2.3053942593042631E+00,-3.0778085906839698E+00
 4.0177500000000000E+07, 5.2083181462541326E+00, 5.4701556400350008E-02, 2.5311673571957703E-02, 1.1183279010982581E+00,-4.2402395891606535E+00,-4.9376337281275877E-02
 4.0542750000000000E+07, 5.2077439530596701E+00, 5.4195922593268532E-02, 2.6087563576385499E-02, 1.1110971825309872E+00,-5.3668419702549208E-02, 9.6050176863888026E-01
 4.0908000000000000E+07, 5.2058694473166582E+00, 5.5636930629058216E-02, 2.6870594613515764E-02, 1.1086548192241883E+00,-1.8743856752622179E+00,-3.1387784463785104E+00
 4.1273250000000000E+07, 5.2077046457099438E+00, 5.6407877938853872E-02, 2.7665941499140936E-02, 1.1096714325937460E+00,-3.7377882985747384E+00,-3.3209043114847742E-01
 4.1638500000000000E+07, 5.2074648977088831E+00, 5.8841129128948760E-02, 2.8455986890526058E-02, 1.1145667846751277E+00, 3.9697228278720442E-01, 1.5182401253911640E-01
 4.2003750000000000E+07, 5.2060815351025438E+00, 5.7714354401532594E-02, 2.9211000300488812E-02, 1.1218794424254628E+00,-1.5234684804882428E+00, 3.1184818662428695E+00
 4.2369000000000000E+07, 5.2061431551235557E+00, 5.9221504098507627E-02, 2.9956866752027449E-02, 1.1326313245424209E+00,-3.3297416784492850E+00,-2.4954681113128370E+00
 4.2734250000000000E+07, 5.2075681546660464E+00, 6.0939198846075869E-02, 3.0624738243161729E-02, 1.1451925432994452E+00, 8.3076734430712929E-01, 1.2184184441965888E-02
 4.3099500000000000E+07, 5.2088282572726854E+00, 5.8889506262355895E-02, 3.1258321685240745E-02, 1.1604989819475333E+00,-1.2134753389515873E+00, 2.9697352564947903E+00
 4.3464750000000000E+07, 5.2061700545201557E+00, 6.0280044016996520E-02, 3.1815236532339988E-02, 1.1772759087453402E+00,-3.0086203145080850E+00,-3.0143539992211830E+00
 4.3830000000000000E+07, 5.2074542809595368E+00, 6.0755183796925995E-02, 3.2312141759351917E-02, 1.1959605747949400E+00, 1.2415703653609658E+00,-2.4886151689427472E-02
 4.4195250000000000E+07, 5.2069593886886585E+00, 6.0925470707471681E-02, 3.2726847653141808E-02, 1.2166129873836919E+00,-9.1206591111907864E-01, 2.0008093876698934E+00
 4.4560500000000000E+07, 5.2068344369233710E+00, 5.9175614794289323E-02, 3.3073479322957969E-02, 1.2380076837090905E+00,-2.7482418174101371E+00,-3.1279508116516772E+00
 4.4925750000000000E+07, 5.2068778427185221E+00, 6.0308549375143045E-02, 3.3339080695659912E-02, 1.2612912258961753E+00, 1.6075499207601933E+00,-2.3853544121941675E-01
